,score,model,xcols,val_wt_f1,val_acc,wt_f1,acc,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18
L1103,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.5, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=6, n_jobs=0,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0.1, ...)",tsfw2 tspk2 lspk2 tsfw1 lsfw3,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1104,0,GaussianProcessClassifier(),lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1115,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=1,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=7,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=9, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=0.8, ...)",tsfw1 tspk2 tsfw2 lspk2 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1123,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L1122,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.5, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=9, n_jobs=0,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, ...)",tsfw2 tspk2 lspk2 tsfw1 lsfw3,0.9855018846477612,0.9855072463768116,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1121,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: SMOTE,,,,,,,,,
L1120,0,SVC(),lspk1 tspk2 lsfw2 tsfw3 lsfw3,0.9330228132121304,0.9333333333333333,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1119,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L1118,0,SVC(),lspk1 tsfw1 tspk1 tsfw2 teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1117,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L1116,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.01, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=2, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=8, n_jobs=0,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0.2, ...)",lsfw1 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1114,0,SVC(),tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: ADASYN,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1105,0,GaussianProcessClassifier(),tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1113,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L1112,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1)",tspk2 tsfw2 lspk2 lsfw2 lsfw3,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1111,0,GaussianProcessClassifier(),tsfw2 lspk1 tspk2 lspk2 tsfw1 teosVolPct lsfw3 teosVolume,0.9957795583196283,0.9957805907172996,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1110,0,GaussianProcessClassifier(),tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.9817142857142858,0.9818181818181818,0.3333333333333333,0.3333333333333333,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1109,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1)",lspk1 lsfw2 tspk1 tsfw2 teosVolPct teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1108,0,GaussianProcessClassifier(),tsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1107,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: SMOTE,,,,,,,,,
L1106,0,SVC(C=0.778),lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1169,0,SVC(C=0.667),tsfw2 lspk1 tspk2 lsfw2 lspk2 lsfw3 teosVolume,0.954557976780199,0.9555555555555556,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1170,0,SVC(C=0.667),lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1171,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L1172,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1, p=1)",tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1235,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1, p=1)",tsfw2 tspk2 lsfw2 lspk2 lsfw3,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1234,0,GaussianProcessClassifier(),lspk1 tspk2 tsfw2 lspk2 lsfw2 lsfw3 teosVolume teosVolPct,0.9254486633003256,0.927536231884058,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1233,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: ADASYN,,,,,,,,,
L1232,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=2,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=5,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=7, n_jobs=0,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=1.6, ...)",tsfw2 tspk2 lsfw2 tsfw1 lsfw3 teosVolume,0.9778308774724546,0.9777777777777777,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1231,0,GaussianProcessClassifier(),tspk2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1230,0,GaussianProcessClassifier(),lsfw1 tsfw1 teosVolPct lsfw3 teosVolume,0.2590909090909091,0.25,0.5111111111111111,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1229,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=2,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=6,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=7, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=0.2, ...)",tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tsfw1 teosVolPct lsfw3 teosVolume,0.9778526000748223,0.9777777777777777,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1228,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,AugmentImb: SMOTE,,,,,,,,,
L1227,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: SMOTE,,,,,,,,,
L1226,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L1225,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=2,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=5,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=5, n_jobs=0,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0.8, ...)",tsfw2 tspk2 lsfw1 lsfw2 lspk2 tsfw1 lsfw3,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L1224,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L1223,0,SVC(),tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
